time,lat,lon,length_scale,dtime,satze,sataz,solze,solaz,lst,lst_uncertainty,n,qual_flag,lst_time_correction,lst_unc_time_correction,year,month,Total Tourists footfall
01-02-2016,31.125,77.375,0,5192.811523,53.41,14.87,97.689995,-84.99,279.25998,0.416,22,0,-0.65,0.59300005,2016,2,27449.08046
01-03-2016,31.125,77.125,0,5521.821777,53.399998,8.929999,93.5,-74.27,286.19998,0.404,24,0,-0.97999996,0.33,2016,3,24017.9454
01-03-2016,31.125,77.375,0,5331.059082,53.399998,12.83,92.9,-74.31,284.08,0.402,24,0,-0.97999996,0.44900003,2016,3,24017.9454
01-04-2016,31.125,77.125,0,5303.453613,53.309998,16.3,87.58,-67.76,291.52,0.446,22,0,-1.22,0.462,2016,4,20586.81034
01-04-2016,31.125,77.375,0,5303.838379,53.309998,14.62,87.77,-67.64,288.81,0.44400004,22,0,-1.1999999,0.49300003,2016,4,20586.81034
01-05-2016,31.125,77.125,0,5594.283691,53.3,9.8,84.979996,-65.97,295.36,0.48200002,20,0,-1.64,0.52500004,2016,5,17155.67529
01-05-2016,31.125,77.375,0,5472.688477,53.3,11.639999,84.799995,-66.09,293.13,0.49,19,0,-1.41,0.555,2016,5,17155.67529
01-06-2016,31.125,77.125,0,5565.858398,53.39,11.67,85.619995,-69.89,297.65,0.49500003,22,0,-0.97999996,0.64400005,2016,6,13724.54023
01-06-2016,31.125,77.375,0,5456.71875,53.39,12.99,85.36,-69.86,294.96,0.47000003,21,0,-1.14,0.60800004,2016,6,13724.54023
01-07-2016,31.125,77.125,0,5640.908691,53.42,10.849999,90.99,-76.59,295.72,0.499,23,0,-0.68,0.648,2016,7,13724.54023
01-07-2016,31.125,77.375,0,5640.039551,53.42,9.179999,91.2,-76.46,293.33,0.46300003,23,0,-0.87,0.58100003,2016,7,13724.54023
01-08-2016,31.125,77.125,0,5748.290039,53.32,9.33,99.549995,-84.49,294.19,0.453,23,0,-0.65,0.407,2016,8,17155.67529
01-08-2016,31.125,77.375,0,5645.81543,53.32,10.62,99.509995,-84.68,292.34,0.455,22,0,-0.82,0.45900002,2016,8,17155.67529
01-09-2016,31.125,77.125,0,5593.967773,53.28,14.57,107.03,-93.369995,293.43,0.44200003,23,0,-0.81,0.36600003,2016,9,20586.81034
01-09-2016,31.125,77.375,0,5486.805664,53.289997,15.889999,106.86,-93.479996,291.57,0.448,22,0,-0.74,0.455,2016,9,20586.81034
01-10-2016,31.125,77.125,0,5788.067383,53.379997,10.75,112.259995,-100.59,289.3,0.45000002,22,0,-1.02,0.37600002,2016,10,30880.21552
01-10-2016,31.125,77.375,0,5786.138184,53.379997,8.99,112.46,-100.479996,287.68,0.43500003,22,0,-0.87,0.41500002,2016,10,30880.21552
01-11-2016,31.125,77.125,0,5767.773438,53.42,11.98,112.189995,-104.399994,284.47998,0.43,22,0,-0.87,0.38900003,2016,11,37742.48563
01-11-2016,31.125,77.375,0,5667.266113,53.42,13.28,112.02,-104.479996,283.34,0.407,23,0,-0.90999997,0.397,2016,11,37742.48563
01-12-2016,31.125,77.125,0,5720.006836,53.329998,14.7,108.79,-102.34,281.96,0.416,23,0,-0.5,0.39100003,2016,12,41173.62069
01-12-2016,31.125,77.375,0,5721.935547,53.329998,12.969999,109.009995,-102.21,280.71,0.40800002,23,0,-0.68,0.41000003,2016,12,41173.62069
01-01-2017,31.125,77.125,0,46506.77344,53.35,21.58,95.52,99.229996,281.71,0.42100003,22,0,0.06,0.38500002,2017,1,33342.88314
01-01-2017,31.125,77.375,0,46509,53.35,23.6,95.299995,99.369995,279.03,0.41300002,22,0,0.07,0.56700003,2017,1,33342.88314
01-02-2017,31.125,77.125,0,46336.21875,53.26,42.84,89.42,89.77,286.63998,0.44200003,21,0,0.02,0.38200003,2017,2,26674.30651
01-02-2017,31.125,77.375,0,46217.85156,53.27,52.879997,89.619995,89.63,284.11,0.44000003,20,0,0,0.587,2017,2,26674.30651
01-03-2017,31.125,77.125,0,46715.96875,53.309998,18.99,81.47,81.35,289.88,0.446,21,0,0.13,0.467,2017,3,23340.0182
01-03-2017,31.125,77.375,0,46612.76563,53.309998,8.24,81.57,81.189995,286.94998,0.43800002,22,0,0.12,0.476,2017,3,23340.0182
01-04-2017,31.125,77.125,0,46573.41406,53.399998,30.199999,78.35,73.28,296.97998,0.47400004,21,0,0.07,0.591,2017,4,20005.72989
01-04-2017,31.125,77.375,0,46577.28906,53.399998,32.39,78.11,73.409996,293.88998,0.47200003,21,0,0.08,0.537,2017,4,20005.72989
01-05-2017,31.125,77.125,0,46585.92578,53.37,16.57,78.78,69.659996,298.36,0.446,24,0,0.08,0.73700005,2017,5,16671.44157
01-05-2017,31.125,77.375,0,46585.73828,53.37,18.57,78.59,69.77,294.86,0.44000003,24,0,0.06,0.66400003,2017,5,16671.44157
01-06-2017,31.125,77.125,0,46712.42969,53.28,22.5,81.54,72.34,299.88,0.48900002,22,0,0.13,0.814,2017,6,13337.15326
01-06-2017,31.125,77.375,0,46615.29297,53.27,11.98,81.689995,72.29,295.91998,0.453,23,0,0.07,0.71300006,2017,6,13337.15326
01-07-2017,31.125,77.125,0,46664.71875,53.289997,25.8,85.439995,80.17,297.44998,0.469,23,0,0.02,0.54200006,2017,7,13337.15326
01-07-2017,31.125,77.375,0,46656.96094,53.289997,27.58,85.259995,80.28,295.37,0.46300003,23,0,0.01,0.53900003,2017,7,13337.15326
01-08-2017,31.125,77.125,0,46658.1875,53.39,15.429999,88.979996,91.34,296.6,0.43500003,24,0,0.01,0.367,2017,8,16671.44157
01-08-2017,31.125,77.375,0,46646.44141,53.39,17.07,88.81,91.439995,295.24,0.44000003,24,0,0.02,0.411,2017,8,16671.44157
01-09-2017,31.125,77.125,0,46818.48828,53.379997,15.33,91.93,102.549995,295.5,0.46,21,0,0.04,0.38000003,2017,9,20005.72989
01-09-2017,31.125,77.375,0,46714.10547,53.379997,4.5099998,92.11,102.509995,293.18,0.453,22,0,0.06,0.39600003,2017,9,20005.72989
01-10-2017,31.125,77.125,0,46798.42969,53.289997,27.26,95.68,109.79,293.93,0.45000002,23,0,0.12,0.365,2017,10,30008.59483
01-10-2017,31.125,77.375,0,46688.44531,53.289997,35.45,95.89,109.75,292.22998,0.455,22,0,0.08,0.40500003,2017,10,30008.59483
01-11-2017,31.125,77.125,0,46797.53516,53.28,19.48,98.71,111.829994,287.69,0.44000003,22,0,0.049999997,0.35700002,2017,11,36677.17146
01-11-2017,31.125,77.375,0,46701.59375,53.28,24.68,98.82,111.78,285.87,0.418,23,0,0.049999997,0.41000003,2017,11,36677.17146
01-12-2017,31.125,77.125,0,46878.54688,53.379997,27.51,98.46,108.02,284.74,0.416,23,0,0.099999994,0.365,2017,12,40011.45977
01-12-2017,31.125,77.375,0,46867.35547,53.379997,29.07,98.29,108.13,283.84,0.41000003,23,0,0.11,0.439,2017,12,40011.45977
01-01-2017,31.125,77.125,0,5910.902832,53.28,10.389999,104.72,-93.81,278.22998,0.402,24,0,-0.56,0.351,2017,1,33342.88314
01-01-2017,31.125,77.375,0,5813.64209,53.28,11.41,104.619995,-93.97,275.86,0.411,23,0,-0.71999997,0.554,2017,1,33342.88314
01-02-2017,31.125,77.125,0,5720.980469,53.36,16.55,99.18,-83.59,281.59,0.42700002,21,0,-0.63,0.39900002,2017,2,26674.30651
01-02-2017,31.125,77.375,0,5719.267578,53.36,14.78,99.38,-83.46,279.62,0.42600003,21,0,-0.77,0.588,2017,2,26674.30651
01-03-2017,31.125,77.125,0,5915.276855,53.42,12.17,94.759995,-73.24,284.22,0.41500002,23,0,-1.16,0.33600003,2017,3,23340.0182
01-03-2017,31.125,77.375,0,5809.171875,53.42,13.53,94.61,-73.36,282.57,0.42200002,22,0,-1.17,0.46800002,2017,3,23340.0182
01-04-2017,31.125,77.125,0,5992.155273,53.36,11.21,89.759995,-66.25,291.28,0.437,23,0,-1.68,0.441,2017,4,20005.72989
01-04-2017,31.125,77.375,0,5888.208496,53.36,12.38,89.689995,-66.39,289.09,0.44300002,22,0,-1.5,0.485,2017,4,20005.72989
01-05-2017,31.125,77.125,0,6026.432617,53.28,11.53,86.5,-65.01,295.08,0.45600003,22,0,-1.9499999,0.48200002,2017,5,16671.44157
01-05-2017,31.125,77.375,0,5932.217285,53.28,12.66,86.35,-65.11,292.09,0.44300002,23,0,-1.64,0.49400002,2017,5,16671.44157
01-06-2017,31.125,77.125,0,6000.23877,53.34,13.13,87.03,-68.97,295.22,0.49600002,22,0,-1.14,0.64500004,2017,6,13337.15326
01-06-2017,31.125,77.375,0,5886.833496,53.34,14.66,86.869995,-69.11,292.55,0.47100002,21,0,-1.23,0.59400004,2017,6,13337.15326
01-07-2017,31.125,77.125,0,6121.538086,53.42,10.96,92.72,-75.61,296.65,0.517,24,0,-0.68,0.62600005,2017,7,13337.15326
01-07-2017,31.125,77.375,0,6117.420898,53.42,9.28,92.92,-75.479996,293.91998,0.46,24,0,-0.89,0.573,2017,7,13337.15326
01-08-2017,31.125,77.125,0,6110.591797,53.37,12.12,101.02,-83.86,294.69,0.45100003,23,0,-0.71,0.41700003,2017,8,16671.44157
01-08-2017,31.125,77.375,0,6022.883789,53.37,12.98,101.06,-84.049995,293.22,0.437,24,0,-0.78999996,0.42900002,2017,8,16671.44157
01-09-2017,31.125,77.125,0,6110.056152,53.28,13.12,108.7,-92.09,292.47998,0.46400002,21,0,-0.91999996,0.395,2017,9,20005.72989
01-09-2017,31.125,77.375,0,5989.757813,53.28,14.88,108.5,-92.229996,290.93,0.47200003,20,0,-0.87,0.47500002,2017,9,20005.72989
01-10-2017,31.125,77.125,0,6280.306152,53.329998,9.21,113.97,-99.6,288.88,0.441,23,0,-1.25,0.36100003,2017,10,30008.59483
01-10-2017,31.125,77.375,0,6180.774414,53.329998,10.38,113.85,-99.71,287.53,0.41900003,24,0,-0.94,0.39400002,2017,10,30008.59483
01-11-2017,31.125,77.125,0,6394.764648,53.42,7.87,114.27,-103.34,283.74,0.47300002,18,0,-1.1999999,0.416,2017,11,36677.17146
01-11-2017,31.125,77.375,0,6397.512207,53.42,6.06,114.49,-103.229996,282.15,0.46300003,18,0,-1.26,0.425,2017,11,36677.17146
01-12-2017,31.125,77.125,0,6143.898926,53.379997,14.82,110.27,-101.54,281.35,0.40800002,24,0,-0.72999996,0.377,2017,12,40011.45977
01-12-2017,31.125,77.375,0,6146.677246,53.379997,12.96,110.49,-101.43,279.69,0.39900002,24,0,-0.76,0.38300002,2017,12,40011.45977
01-01-2018,31.125,77.125,0,46775.6875,53.39,33.36,94.689995,99.95,283.08,0.42200002,22,0,0.11,0.38200003,2018,1,28687.86398
01-01-2018,31.125,77.375,0,46775.14453,53.39,35.3,94.47,100.079994,281.81,0.41400003,22,0,0.13,0.563,2018,1,28687.86398
01-02-2018,31.125,77.125,0,46994.92969,53.289997,-10.12,86.869995,90.92,285.91998,0.47800002,18,0,0.26999998,0.41400003,2018,2,22950.29119
01-02-2018,31.125,77.375,0,46865.75,53.3,-1.73,87.29,91,283.16,0.47500002,17,0,0.14,0.634,2018,2,22950.29119
01-04-2018,31.125,77.125,0,46990.21484,53.36,11.86,76.869995,73.95,295.47998,0.448,23,0,0.17,0.569,2018,4,17212.71839
01-04-2018,31.125,77.375,0,46985.07031,53.36,13.78,76.68,74.049995,292.85,0.448,23,0,0.17999999,0.51500005,2018,4,17212.71839
01-05-2018,31.125,77.125,0,46930.94922,53.399998,34.84,77.6,70.34,299.24,0.47200003,22,0,0.25,0.77400005,2018,5,14343.93199
01-05-2018,31.125,77.375,0,46929.55859,53.399998,36.71,77.409996,70.439995,295.87,0.46100003,22,0,0.16,0.70100003,2018,5,14343.93199
01-06-2018,31.125,77.125,0,47000.125,53.32,23.4,80.58,72.939995,299.6,0.512,20,0,0.22,0.85300004,2018,6,11475.14559
01-06-2018,31.125,77.375,0,46896.54297,53.32,28.81,80.689995,72.81,296.43,0.47300002,21,0,0.11,0.74600005,2018,6,11475.14559
01-07-2018,31.125,77.125,0,47103.28516,53.27,22.14,83.92,81.159996,297.8,0.499,22,0,0.06,0.55600005,2018,7,11475.14559
01-07-2018,31.125,77.375,0,47100.47266,53.27,23.939999,83.72,81.28,295.3,0.47100002,22,0,0.049999997,0.54700005,2018,7,11475.14559
01-08-2018,31.125,77.125,0,47164.77344,53.34,23.9,87.15,92.32,296.75,0.45700002,22,0,0.01,0.38200003,2018,8,14343.93199
01-08-2018,31.125,77.375,0,46957.70313,53.34,35.38,87.58,91.71,294.66998,0.46100003,22,0,0.03,0.432,2018,8,14343.93199
01-09-2018,31.125,77.125,0,47168.92969,53.41,15.5199995,90.77,103.409996,293.4,0.45600003,21,0,0.07,0.38000003,2018,9,17212.71839
01-09-2018,31.125,77.375,0,47167.58594,53.41,0.32999998,90.56,103.54,291.88,0.45800003,21,32,0.11,0.407,2018,9,17212.71839
01-10-2018,31.125,77.125,0,46965.64453,53.329998,37.89,95.24,110.31,290.91,0.44300002,23,0,0.16,0.36400002,2018,10,25819.07759
01-10-2018,31.125,77.375,0,46965.64844,53.329998,39.82,95.03,110.43,289.22,0.43800002,23,0,0.14,0.397,2018,10,25819.07759
01-11-2018,31.125,77.125,0,47319.58984,53.27,19.27,97.06,112.84,287.15,0.446,21,0,0.12,0.36900002,2018,11,31556.65038
01-11-2018,31.125,77.375,0,47214.51172,53.26,8.5,97.24,112.759995,284.58,0.42200002,22,0,0.11,0.42100003,2018,11,31556.65038
01-12-2018,31.125,77.125,0,47095.83203,53.329998,28.449999,97.689995,108.39,282.31,0.43100002,21,0,0.13,0.38200003,2018,12,34425.43678
01-12-2018,31.125,77.375,0,47097.89844,53.329998,13.42,97.479996,108.509995,281.06,0.42600003,21,0,0.14999999,0.46100003,2018,12,34425.43678
01-01-2018,31.125,77.125,0,6284.489746,53.289997,11.49,106.04,-93,278.44998,0.42000002,22,0,-0.64,0.37300003,2018,1,28687.86398
01-01-2018,31.125,77.375,0,6281.130859,53.289997,9.8,106.24,-92.89,277.24,0.41500002,22,0,-0.90999997,0.536,2018,1,28687.86398
01-02-2018,31.125,77.125,0,6348.727051,53.309998,11.179999,101.43,-82.27,281.1,0.453,19,0,-0.90999997,0.409,2018,2,22950.29119
01-02-2018,31.125,77.375,0,6224.27832,53.309998,13.0199995,101.1,-82.189995,279.56,0.45900002,18,0,-0.91999996,0.623,2018,2,22950.29119
01-03-2018,31.125,77.125,0,6330.044922,53.399998,11.98,96.07,-72.18,285.99,0.404,24,0,-1.38,0.33,2018,3,20081.50479
01-03-2018,31.125,77.375,0,6243.361816,53.399998,12.82,96.009995,-72.28,283.88998,0.393,25,0,-1.3199999,0.432,2018,3,20081.50479
01-04-2018,31.125,77.125,0,6261.615723,53.399998,14.5199995,90.65,-65.7,289.63998,0.45100003,22,0,-1.8499999,0.44200003,2018,4,17212.71839
01-04-2018,31.125,77.375,0,6261.992188,53.399998,12.84,90.85,-65.56,288.28998,0.44400004,22,0,-1.7099999,0.47200003,2018,4,17212.71839
01-05-2018,31.125,77.125,0,6414.166016,53.3,11.12,87.759995,-64.189995,294.91,0.437,24,0,-2.23,0.46400002,2018,5,14343.93199
01-05-2018,31.125,77.375,0,6409.543945,53.3,9.44,87.93,-64.08,292.44,0.43400002,24,0,-1.92,0.48600003,2018,5,14343.93199
01-06-2018,31.125,77.125,0,6355.143555,53.289997,13.38,88.24,-68.2,297.75,0.512,22,0,-1.24,0.62100005,2018,6,11475.14559
01-06-2018,31.125,77.375,0,6352.5625,53.289997,11.7699995,88.42,-68.07,294.69998,0.46100003,22,0,-1.3199999,0.56700003,2018,6,11475.14559
01-07-2018,31.125,77.125,0,6221.086426,53.39,17.73,92.95,-75.259995,296.12,0.56700003,19,0,-0.79999995,0.70900005,2018,7,11475.14559
01-07-2018,31.125,77.375,0,6222.100098,53.39,15.839999,93.159996,-75.13,293.53998,0.503,19,0,-1.06,0.643,2018,7,11475.14559
01-08-2018,31.125,77.125,0,6431.054199,53.41,12.33,102.229996,-83.21,294.18,0.45600003,23,0,-0.65999997,0.425,2018,8,14343.93199
01-08-2018,31.125,77.375,0,6430.409668,53.41,10.66,102.45,-83.08,292.74,0.448,23,0,-0.75,0.43600002,2018,8,14343.93199
01-09-2018,31.125,77.125,0,6429.958496,53.309998,13.4,109.979996,-91.6,291.18,0.43800002,23,0,-1.03,0.37600002,2018,9,17212.71839
01-09-2018,31.125,77.375,0,6425.555176,53.309998,11.719999,110.17,-91.47,289.35,0.43300003,23,0,-0.98999995,0.44000003,2018,9,17212.71839
01-10-2018,31.125,77.125,0,6387.948242,53.289997,14.78,114.43,-99.64,286.78998,0.44000003,23,0,-1.24,0.36200002,2018,10,25819.07759
01-10-2018,31.125,77.375,0,6389.358398,53.289997,12.9,114.64,-99.52,285.18,0.41500002,23,0,-0.96,0.40100002,2018,10,25819.07759
01-11-2018,31.125,77.125,0,6412.720703,53.379997,14.86,114.399994,-103.259995,283.43,0.43,22,0,-1.25,0.37600002,2018,11,31556.65038
01-11-2018,31.125,77.375,0,6412.188965,53.379997,13.17,114.61,-103.159996,281.83,0.41700003,22,0,-1.28,0.393,2018,11,31556.65038
01-12-2018,31.125,77.125,0,6516.955078,53.42,12.49,111.479996,-100.72,278.77,0.41900003,23,0,-0.90999997,0.38300002,2018,12,34425.43678
01-12-2018,31.125,77.375,0,6519.338379,53.42,10.61,111.7,-100.61,277.49,0.40800002,23,0,-0.85999995,0.37600002,2018,12,34425.43678
01-01-2019,31.125,77.125,0,47187.50391,53.41,6.1099997,93.22,100.77,281.19998,0.441,20,0,0.21,0.402,2019,1,30295.5364
01-01-2019,31.125,77.375,0,46965.38281,53.41,18.73,93.97,100.68,278.37,0.43,20,0,0.17,0.59300005,2019,1,30295.5364
01-02-2019,31.125,77.125,0,47243.79297,53.35,17.71,85.869995,91.32,281.81,0.45400003,19,0,0.35,0.404,2019,2,24236.42912
01-02-2019,31.125,77.375,0,47243.70313,53.35,0.82,85.659996,91.45,278.52,0.446,19,0,0.24,0.59800005,2019,2,24236.42912
01-03-2019,31.125,77.125,0,47205.12109,53.27,11.79,79.729996,82.38,287.57,0.42100003,23,0,0.29,0.448,2019,3,21206.87548
01-03-2019,31.125,77.375,0,47105.69922,53.27,19.74,79.909996,82.36,284.94998,0.43,22,0,0.28,0.48000002,2019,3,21206.87548
01-04-2019,31.125,77.125,0,47099.56641,53.309998,44.36,76.52,74.25,295.22,0.47300002,21,0,0.19999999,0.59800005,2019,4,18177.32184
01-04-2019,31.125,77.375,0,47095.13672,53.309998,29.08,76.33,74.35,293.25998,0.469,21,0,0.21,0.536,2019,4,18177.32184
01-05-2019,31.125,77.125,0,47288.25391,53.399998,13.509999,76.49,71.01,297.91998,0.455,23,0,0.34,0.763,2019,5,15147.7682
01-05-2019,31.125,77.375,0,47092.21094,53.399998,24.57,76.89,70.75,294.68,0.44900003,23,0,0.17,0.684,2019,5,15147.7682
01-06-2019,31.125,77.125,0,47252.48047,53.36,16.63,79.759995,73.45,301.75998,0.527,19,0,0.38,0.87600005,2019,6,12118.21456
01-06-2019,31.125,77.375,0,47248.23047,53.36,18.43,79.57,73.56,297.66998,0.499,19,32,0.22,0.78700006,2019,6,12118.21456
01-07-2019,31.125,77.125,0,47249.55469,53.27,18.24,83.479996,81.63,296.97998,0.47900003,24,0,0.06,0.523,2019,7,12118.21456
01-07-2019,31.125,77.375,0,47151.24219,53.27,26.05,83.6,81.52,294.83,0.46600002,23,0,0.06,0.53300005,2019,7,12118.21456
01-08-2019,31.125,77.125,0,47067.09375,53.3,31.13,87.64,92.63,295.78,0.455,22,0,0.01,0.386,2019,8,15147.7682
01-08-2019,31.125,77.375,0,47063.55859,53.3,32.92,87.439995,92.75,293.91,0.45900002,22,0,0.04,0.42700002,2019,8,15147.7682
01-09-2019,31.125,77.125,0,47172.16797,53.39,24.05,90.729996,103.439995,295.72,0.44400004,23,0,0.06,0.36200002,2019,9,18177.32184
01-09-2019,31.125,77.375,0,47169.17188,53.39,25.97,90.53,103.56,294.19998,0.44400004,23,0,0.089999996,0.388,2019,9,18177.32184
01-10-2019,31.125,77.125,0,47243.46875,53.379997,47.21,94.31,110.92,292.00998,0.47000003,21,0,0.24,0.38200003,2019,10,27265.98276
01-10-2019,31.125,77.375,0,47143.84375,53.37,34.87,94.509995,110.93,290.16998,0.453,22,0,0.19999999,0.404,2019,10,27265.98276
01-11-2019,31.125,77.125,0,47172.71094,53.28,33.71,97.46,112.56,287.32,0.437,22,0,0.12,0.35900003,2019,11,33325.09004
01-11-2019,31.125,77.375,0,47172.55078,53.28,35.8,97.27,112.68,285.53,0.42700002,22,0,0.099999994,0.42000002,2019,11,33325.09004
01-12-2019,31.125,77.125,0,47301.38672,53.289997,21.46,97.049995,108.869995,282.06,0.42700002,22,0,0.16,0.37300003,2019,12,36354.64368
01-12-2019,31.125,77.375,0,47303.30859,53.289997,7.19,96.85,108.99,280.86,0.416,22,0,0.17,0.44900003,2019,12,36354.64368
01-01-2019,31.125,77.125,0,6509.520508,53.32,12.87,106.899994,-92.67,278.07,0.40100002,24,0,-0.69,0.36200002,2019,1,30295.5364
01-01-2019,31.125,77.375,0,6402.576172,53.32,14.2,106.64,-92.57,276.03,0.40500003,23,0,-0.93,0.53400004,2019,1,30295.5364
01-02-2019,31.125,77.125,0,6753.021973,53.28,6.92,102.729996,-81.08,279.16998,0.42800003,21,0,-1.06,0.39400002,2019,2,24236.42912
01-02-2019,31.125,77.375,0,6542.044434,53.28,11.38,102.35,-81.74,276.69998,0.42400002,21,0,-0.96999997,0.565,2019,2,24236.42912
01-03-2019,31.125,77.125,0,6484.269043,53.36,14.25,96.65,-71.88,283.47998,0.409,23,0,-1.4599999,0.33400002,2019,3,21206.87548
01-03-2019,31.125,77.375,0,6478.637695,53.36,12.7699995,96.82,-71.76,281.44,0.409,23,0,-1.4,0.45000002,2019,3,21206.87548
01-04-2019,31.125,77.125,0,6626.451172,53.42,11,91.75,-64.799995,291.15,0.437,23,0,-2.1,0.43100002,2019,4,18177.32184
01-04-2019,31.125,77.375,0,6532.152832,53.42,12.04,91.729996,-64.97,288.83,0.42600003,24,0,-1.8399999,0.44700003,2019,4,18177.32184
01-05-2019,31.125,77.125,0,6496.592773,53.35,14.63,88.03,-64.04,294.28,0.44500002,23,0,-2.3,0.47700003,2019,5,15147.7682
01-05-2019,31.125,77.375,0,6495.259766,53.35,12.88,88.229996,-63.92,291.77,0.44200003,23,0,-2.03,0.49,2019,5,15147.7682
01-06-2019,31.125,77.125,0,6668.125488,53.28,10.2699995,89.329994,-67.68,299.47998,0.5,23,0,-1.42,0.61300004,2019,6,12118.21456
01-06-2019,31.125,77.375,0,6470.956055,53.28,14.41,88.79,-67.84,295.15,0.45400003,23,0,-1.4399999,0.55200005,2019,6,12118.21456
01-07-2019,31.125,77.125,0,6512.568848,53.34,14.759999,94.15,-74.84,294.59,0.517,23,0,-0.69,0.629,2019,7,12118.21456
01-07-2019,31.125,77.375,0,6512.50293,53.34,13.0199995,94.369995,-74.71,293.32,0.47500002,23,0,-0.95,0.58000004,2019,7,12118.21456
01-08-2019,31.125,77.125,0,6541.756836,53.42,14.25,102.61,-82.95,294.28,0.453,23,0,-0.57,0.423,2019,8,15147.7682
01-08-2019,31.125,77.375,0,6451.333008,53.42,15.08,102.329994,-82.85,292.36,0.43600002,24,0,-0.68,0.42800003,2019,8,15147.7682
01-09-2019,31.125,77.125,0,6582.668457,53.36,13.099999,110.81,-91.6,293.59,0.462,21,0,-1.12,0.39600003,2019,9,18177.32184
01-09-2019,31.125,77.375,0,6585.720215,53.36,11.2699995,111.03,-91.479996,291.66,0.46,21,0,-1.11,0.46400002,2019,9,18177.32184
01-10-2019,31.125,77.125,0,6570.341797,53.28,14.139999,115,-98.99,288.11,0.44200003,23,0,-1.3,0.358,2019,10,27265.98276
01-10-2019,31.125,77.375,0,6462.588867,53.28,15.45,114.84,-99.15,286.8,0.43300003,22,0,-0.95,0.411,2019,10,27265.98276
01-11-2019,31.125,77.125,0,6663.842285,53.329998,11.46,115.329994,-102.79,284.37,0.42900002,22,0,-1.37,0.36900002,2019,11,33325.09004
01-11-2019,31.125,77.375,0,6565.606445,53.329998,12.59,115.14,-102.88,282.74,0.409,23,0,-1.35,0.377,2019,11,33325.09004
01-12-2019,31.125,77.125,0,6671.742188,53.41,11.259999,112.17,-100.64,279.4,0.409,24,0,-0.95,0.37600002,2019,12,36354.64368
01-12-2019,31.125,77.375,0,6573.23877,53.41,12.309999,112.03,-100.71,277.59,0.409,23,0,-0.90999997,0.379,2019,12,36354.64368
01-01-2020,31.125,77.125,0,47207.02344,53.379997,24.72,93.38,101.1,279.72998,0.41000003,23,0,0.19,0.374,2020,1,5941.695402
01-01-2020,31.125,77.375,0,47203.95703,53.379997,26.72,93.18,101.22,277.24,0.40300003,23,0,0.22,0.551,2020,1,5941.695402
01-02-2020,31.125,77.125,0,47295.78906,53.39,37.45,86.049995,91.9,284.83,0.42700002,22,0,0.38,0.37800002,2020,2,4753.356322
01-02-2020,31.125,77.375,0,47297.16016,53.39,23.18,85.83,92.03,281.91,0.416,22,0,0.26,0.55700004,2020,2,4753.356322
01-03-2020,31.125,77.125,0,47262.22656,53.289997,26.789999,79.31,82.17,286.19,0.425,23,0,0.31,0.45100003,2020,3,4159.186782
01-03-2020,31.125,77.375,0,47157.64063,53.289997,35.329998,79.479996,82.1,283.13,0.42800003,22,0,0.29999998,0.47700003,2020,3,4159.186782
01-04-2020,31.125,77.125,0,47358.46484,53.27,16.05,75.549995,74.45,291.69998,0.45900002,21,0,0.29,0.609,2020,4,3565.017241
01-04-2020,31.125,77.375,0,47360.50391,53.27,18.08,75.33,74.57,289.08,0.45400003,21,0,0.29,0.54700005,2020,4,3565.017241
01-05-2020,31.125,77.125,0,47362.74219,53.36,14.44,76.229996,71.1,296.72998,0.45400003,23,0,0.31,0.763,2020,5,2970.847701
01-05-2020,31.125,77.375,0,47166.65625,53.36,25.49,76.64,70.85,292.97,0.446,23,0,0.17999999,0.683,2020,5,2970.847701
01-06-2020,31.125,77.125,0,47245.27734,53.399998,36.09,79.7,73.33,299.43,0.48600003,22,0,0.39999998,0.818,2020,6,2376.678161
01-06-2020,31.125,77.375,0,47246.98438,53.399998,21.74,79.49,73.46,296.03,0.46300003,22,0,0.24,0.735,2020,6,2376.678161
01-07-2020,31.125,77.125,0,47166.66016,53.309998,23.93,83.7,81.22,299.07,0.47200003,23,0,0.08,0.53400004,2020,7,2376.678161
01-07-2020,31.125,77.375,0,47065.31641,53.309998,32.579998,83.84,81.13,296.53,0.47400004,22,0,0.07,0.546,2020,7,2376.678161
01-08-2020,31.125,77.125,0,47319.69531,53.27,13.049999,86.63,92.77,297.34,0.44700003,23,0,0.02,0.379,2020,8,2970.847701
01-08-2020,31.125,77.375,0,47317.48047,53.27,15.049999,86.42,92.9,295.75998,0.453,23,0,0.04,0.41900003,2020,8,2970.847701
01-09-2020,31.125,77.125,0,47340.95313,53.35,14.429999,90.13,103.74,297.66,0.44500002,23,0,0.08,0.36200002,2020,9,3565.017241
01-09-2020,31.125,77.375,0,47146.25781,53.35,25.5,90.509995,103.21,295.44,0.44700003,23,0,0.11,0.38900003,2020,9,3565.017241
01-10-2020,31.125,77.125,0,47286.37109,53.399998,28.109999,94.119995,110.909996,294.63998,0.448,23,0,0.26,0.363,2020,10,5347.525862
01-10-2020,31.125,77.375,0,47186.73047,53.399998,17.59,94.299995,110.909996,293,0.437,24,0,0.19999999,0.38500002,2020,10,5347.525862
01-11-2020,31.125,77.125,0,47124.52344,53.32,23.279999,97.619995,112.5,286.69998,0.43,23,0,0.12,0.35000002,2020,11,6535.864943
